index,temperature(거실)
2021-01-27 14:00:00,20.235
2021-01-27 15:00:00,20.329
2021-01-27 16:00:00,20.373
2021-01-27 17:00:00,20.355
2021-01-27 18:00:00,20.299
2021-01-27 19:00:00,20.201
2021-01-27 20:00:00,20.165
2021-01-27 21:00:00,20.1
2021-01-27 22:00:00,20.078
2021-01-27 23:00:00,20.0
2021-01-28 00:00:00,19.971
2021-01-28 01:00:00,19.9
2021-01-28 02:00:00,19.83
2021-01-28 03:00:00,19.769
2021-01-28 04:00:00,19.701
2021-01-28 05:00:00,19.64
2021-01-28 06:00:00,19.587
2021-01-28 07:00:00,19.5
2021-01-28 08:00:00,19.431
2021-01-28 09:00:00,19.24
2021-01-28 10:00:00,19.126
2021-01-28 11:00:00,19.171
2021-01-28 12:00:00,19.2
2021-01-28 13:00:00,19.259
2021-01-28 14:00:00,19.287
2021-01-28 15:00:00,19.235
2021-01-28 16:00:00,19.2
2021-01-28 17:00:00,19.146
2021-01-28 18:00:00,19.015
2021-01-28 19:00:00,18.947
2021-01-28 20:00:00,18.878
2021-01-28 21:00:00,18.8
2021-01-28 22:00:00,18.725
2021-01-28 23:00:00,18.62
2021-01-29 00:00:00,18.548
2021-01-29 01:00:00,18.454
2021-01-29 02:00:00,18.377
2021-01-29 03:00:00,18.296
2021-01-29 04:00:00,18.203
2021-01-29 05:00:00,18.2
2021-01-29 06:00:00,18.129
2021-01-29 07:00:00,18.02
2021-01-29 08:00:00,19.022
2021-01-29 09:00:00,19.667
2021-01-29 10:00:00,18.673
2021-01-29 11:00:00,18.436
2021-01-29 12:00:00,18.291
2021-01-29 13:00:00,18.143
2021-01-29 14:00:00,18.092
2021-01-29 15:00:00,18.262
2021-01-29 16:00:00,18.972
2021-01-29 17:00:00,19.795
2021-01-29 18:00:00,20.565
2021-01-29 19:00:00,21.487
2021-01-29 20:00:00,22.133
2021-01-29 21:00:00,22.521
2021-01-29 22:00:00,22.675
2021-01-29 23:00:00,22.701
2021-01-30 00:00:00,22.864
2021-01-30 01:00:00,22.996
2021-01-30 02:00:00,23.136
2021-01-30 03:00:00,23.3
2021-01-30 04:00:00,23.275
2021-01-30 05:00:00,23.402
2021-01-30 06:00:00,23.252
2021-01-30 07:00:00,23.286
2021-01-30 08:00:00,23.315
2021-01-30 09:00:00,23.066
2021-01-30 10:00:00,22.804
2021-01-30 11:00:00,22.801
2021-01-30 12:00:00,22.644
2021-01-30 13:00:00,22.762
2021-01-30 14:00:00,22.829
2021-01-30 15:00:00,22.762
2021-01-30 16:00:00,22.616
2021-01-30 17:00:00,22.592
2021-01-30 18:00:00,22.811
2021-01-30 19:00:00,22.604
2021-01-30 20:00:00,23.029
2021-01-30 21:00:00,23.2
2021-01-30 22:00:00,23.353
2021-01-30 23:00:00,23.5
2021-01-31 00:00:00,23.611
2021-01-31 01:00:00,23.763
2021-01-31 02:00:00,23.752
2021-01-31 03:00:00,23.899
2021-01-31 04:00:00,23.789
2021-01-31 05:00:00,23.782
2021-01-31 06:00:00,23.698
2021-01-31 07:00:00,23.715
2021-01-31 08:00:00,24.048
2021-01-31 09:00:00,24.624
2021-01-31 10:00:00,23.305
2021-01-31 11:00:00,23.263
2021-01-31 12:00:00,23.256
2021-01-31 13:00:00,22.905
2021-01-31 14:00:00,23.097
2021-01-31 15:00:00,23.233
